Description_clean;total_sold;total_returned;sales_revenue;return_revenue;return_rate;anomaly_flag;impact_score
BEADED CRYSTAL HEART GREEN LARGE;786;0;722,51;0,0;0,0;Normal;0,0
BEADED CRYSTAL HEART GREEN ON STICK;623;0;521,11;0,0;0,0;Normal;0,0
BEADED CRYSTAL HEART GREEN SMALL;119;0;168,59;0,0;0,0;Normal;0,0
BEADED CRYSTAL HEART PINK LARGE;565;0;569,29;0,0;0,0;Normal;0,0
BEADED CRYSTAL HEART PINK ON STICK;850;0;725,26;0,0;0,0;Normal;0,0
BEADED CRYSTAL HEART PINK SMALL;208;0;343,99;0,0;0,0;Normal;0,0
BEADED LOVE HEART JEWELLERY SET;10;0;8,5;0,0;0,0;Normal;0,0
BEADED PEARL HEART WHITE LARGE;77;0;127,05;0,0;0,0;Normal;0,0
BEADED PEARL HEART WHITE ON STICK;948;13;841,48;11,27;1,37;Normal;0,15
BELL HEART ANTIQUE GOLD;12;0;24,96;0,0;0,0;Normal;0,0
BELL HEART DECORATION;252;0;387,0;0,0;0,0;Normal;0,0
BELLE JARDINIERE CUSHION COVER;663;4;2938,33;15,0;0,6;Normal;0,09
BEST DAD CANDLE LETTERS;25;1;21,25;0,85;4,0;Normal;0,03
BEWARE OF THE CAT METAL SIGN;3156;12;5433,4;20,28;0,38;Normal;0,08
BICYCLE PUNCTURE REPAIR KIT;1732;0;3630,31;0,0;0,0;Normal;0,0
BICYCLE SAFTEY WALL ART;274;0;1385,14;0,0;0,0;Normal;0,0
BIG DOUGHNUT FRIDGE MAGNETS;910;36;1641,34;30,6;3,96;Normal;1,21
BIG POLKADOT MUG;6;0;2,34;0,0;0,0;Normal;0,0
BILI NUT AND WOOD NECKLACE;14;0;23,89;0,0;0,0;Normal;0,0
BINGO SET;1133;7;4657,76;26,25;0,62;Normal;0,16
BIRD BOX CHRISTMAS TREE DECORATION;24;0;22,06;0,0;0,0;Normal;0,0
BIRD DECORATION GREEN POLKADOT;736;0;676,41;0,0;0,0;Normal;0,0
BIRD DECORATION RED RETROSPOT;654;0;657,78;0,0;0,0;Normal;0,0
BIRD HOUSE HOT WATER BOTTLE;1058;2;4621,44;5,1;0,19;Normal;0,01
BIRD ON BRANCH CANVAS SCREEN;11;0;21,45;0,0;0,0;Normal;0,0
BIRDCAGE DECORATION TEALIGHT HOLDER;470;6;563,56;7,5;1,28;Normal;0,1
BIRDHOUSE DECORATION MAGIC GARDEN;714;16;891,99;20,0;2,24;Normal;0,45
BIRDHOUSE GARDEN MARKER;1423;0;2068,12;0,0;0,0;Normal;0,0
BIRDS MOBILE VINTAGE DESIGN;93;7;576,07;41,65;7,53;Normal;3,14
BIRTHDAY BANQUET GIFT WRAP;675;0;283,5;0,0;0,0;Normal;0,0
BIRTHDAY CARD, RETRO SPOT;2224;0;956,49;0,0;0,0;Normal;0,0
BIRTHDAY PARTY CORDON BARRIER TAPE;417;0;540,86;0,0;0,0;Normal;0,0
BISCUIT TIN 50'S CHRISTMAS;1742;41;5374,97;104,09;2,35;Normal;2,45
BISCUIT TIN VINTAGE CHRISTMAS;1334;16;4073,66;46,24;1,2;Normal;0,55
BISCUIT TIN VINTAGE GREEN;271;9;1807,57;60,75;3,32;Normal;2,02
BISCUIT TIN VINTAGE LEAF;24;0;64,56;0,0;0,0;Normal;0,0
BISCUIT TIN VINTAGE RED;351;16;2363,56;107,2;4,56;Normal;4,89
BISCUITS SMALL BOWL LIGHT BLUE;1200;0;608,74;0,0;0,0;Normal;0,0
BLACK 3 BEAD DROP EARRINGS;8;0;23,26;0,0;0,0;Normal;0,0
BLACK AND WHITE CAT BOWL;1333;0;2621,65;0,0;0,0;Normal;0,0
BLACK AND WHITE DOG BOWL;1185;22;2569,73;31,3;1,86;Normal;0,58
BLACK BAROQUE CARRIAGE CLOCK;49;0;412,89;0,0;0,0;Normal;0,0
BLACK BAROQUE WALL CLOCK;82;1;758,18;12,75;1,22;Normal;0,16
BLACK BIRD GARDEN DESIGN MUG;106;2;62,24;0,78;1,89;Normal;0,01
BLACK CANDELABRA T-LIGHT HOLDER;873;30;1006,13;63,0;3,44;Normal;2,17
BLACK CHAMPAGNE GLASS;1529;10;626,55;5,16;0,65;Normal;0,03
BLACK CHERRY LIGHTS;8;8;54,0;54,0;100,0;Operational Reversal;54,0
BLACK CHRISTMAS FLOCK DROPLET;24;0;30,0;0,0;0,0;Normal;0,0
BLACK CHRISTMAS TREE 120CM;161;0;365,25;0,0;0,0;Normal;0,0
BLACK CHRISTMAS TREE 60CM;486;0;358,64;0,0;0,0;Normal;0,0
BLACK CHUNKY BEAD BRACELET W STRAP;18;0;163,87;0,0;0,0;Normal;0,0
BLACK CRYSTAL DROP EARRINGS;12;0;35,27;0,0;0,0;Normal;0,0
BLACK DIAMANTE EXPANDABLE RING;20;6;84,59;25,5;30,0;Normal;7,65
BLACK DIAMOND CLUSTER EARRINGS;3;0;8,82;0,0;0,0;Normal;0,0
BLACK DIAMOND CLUSTER NECKLACE;4;0;37,24;0,0;0,0;Normal;0,0
BLACK DINER WALL CLOCK;60;2;574,69;17,0;3,33;Normal;0,57
BLACK DROP CRYSTAL NECKLACE;13;0;45,35;0,0;0,0;Normal;0,0
BLACK DROP EARRINGS W LONG BEADS;10;0;29,05;0,0;0,0;Normal;0,0
BLACK EAR MUFF HEADPHONES;36;0;262,39;0,0;0,0;Normal;0,0
BLACK ENAMEL FLOWER RING;50;1;146,7;2,95;2,0;Normal;0,06
BLACK ENCHANTED FOREST PLACEMAT;698;0;1266,91;0,0;0,0;Normal;0,0
BLACK FEATHER CHRISTMAS DECORATION;96;0;18,24;0,0;0,0;Normal;0,0
BLACK FINE BEAD NECKLACE W TASSEL;6;0;35,44;0,0;0,0;Normal;0,0
BLACK FLOWER CANDLE PLATE;7;0;5,95;0,0;0,0;Normal;0,0
BLACK GEMSTONE BRACELET;4;0;29,98;0,0;0,0;Normal;0,0
BLACK GEMSTONE NECKLACE 45CM;5;0;63,48;0,0;0,0;Normal;0,0
BLACK GLASS BRACELET W HEART CHARMS;35;0;174,73;0,0;0,0;Normal;0,0
BLACK GLASS/SHELL/PEARL NECKLACE;1;0;9,15;0,0;0,0;Normal;0,0
BLACK GRAND BAROQUE PHOTO FRAME;20;0;72,44;0,0;0,0;Normal;0,0
BLACK HEART CARD HOLDER;4755;1;12089,45;3,95;0,02;Normal;0,0
BLACK KITCHEN SCALES;311;6;2701,86;51,0;1,93;Normal;0,98
BLACK LOVE BIRD CANDLE;293;0;330,98;0,0;0,0;Normal;0,0
BLACK LOVE BIRD T-LIGHT HOLDER;180;3;309,64;11,25;1,67;Normal;0,19
BLACK MEDIUM GLASS CAKE STAND;19;1;38,69;0,79;5,26;Normal;0,04
BLACK MINI TAPE MEASURE;623;0;624,95;0,0;0,0;Normal;0,0
BLACK ORANGE SQUEEZER;118;0;49,56;0,0;0,0;Normal;0,0
BLACK PHOTO ALBUM;15;1;7,5;5,55;6,67;Normal;0,37
BLACK PIRATE TREASURE CHEST;529;13;860,08;21,45;2,46;Normal;0,53
BLACK RECORD COVER FRAME;11308;15;39442,17;55,17;0,13;Normal;0,07
BLACK SIL'T SQU CANDLE PLATE;4;0;8,4;0,0;0,0;Normal;0,0
BLACK SILOUETTE CANDLE PLATE;89;0;75,65;0,0;0,0;Normal;0,0
BLACK SMALL GLASS CAKE STAND;61;1;54,99;0,39;1,64;Normal;0,01
BLACK SQUARE TABLE CLOCK;98;0;280,42;0,0;0,0;Normal;0,0
BLACK STITCHED WALL CLOCK;691;0;724,94;0,0;0,0;Normal;0,0
BLACK SWEETHEART BRACELET;93;1;392,83;4,25;1,08;Normal;0,05
BLACK TEA TOWEL CLASSIC DESIGN;791;0;703,08;0,0;0,0;Normal;0,0
BLACK TEA,COFFEE,SUGAR JARS;417;40;713,15;82,4;9,59;Normal;7,9
BLACK VINT ART DEC CRYSTAL BRACELET;2;0;13,5;0,0;0,0;Normal;0,0
BLACK VINT ART DEC CRYSTAL NECKLACE;9;0;76,32;0,0;0,0;Normal;0,0
BLACK VINTAGE  CRYSTAL EARRINGS;12;1;45,0;3,75;8,33;Normal;0,31
BLACK VINTAGE EARRINGS;36;0;149,41;0,0;0,0;Normal;0,0
BLACK WINE GLASS;1672;3;699,96;4,95;0,18;Normal;0,01
BLACK/BLUE POLKADOT UMBRELLA;761;6;4645,04;35,7;0,79;Normal;0,28
BLACK/WHITE GLASS/SILVER BRACELET;11;0;100,09;0,0;0,0;Normal;0,0
BLACKCHRISTMAS TREE 30CM;1;0;1,25;0,0;0,0;Normal;0,0
BLING KEY RING STAND;6;0;6,25;0,0;0,0;Normal;0,0
BLOND DOLL DOORSTOP;91;0;119,25;0,0;0,0;Normal;0,0
BLOSSOM  IMAGES NOTEBOOK SET;384;0;504,97;0,0;0,0;Normal;0,0
BLOSSOM IMAGES GIFT WRAP SET;540;0;432,19;0,0;0,0;Normal;0,0
BLOSSOM IMAGES SCRAP BOOK SET;1;0;4,95;0,0;0,0;Normal;0,0
BLUE  DIAMANTE PEN IN GIFT BOX;130;36;493,08;153,0;27,69;Normal;42,37
BLUE  TILE HOOK;79;9;231,79;22,95;11,39;Normal;2,61
BLUE  VOILE LAMPSHADE;80;48;216,8;122,4;60,0;Normal;73,44
BLUE 3 PIECE POLKADOT CUTLERY SET;511;0;2021,99;0,0;0,0;Normal;0,0
BLUE BIRDHOUSE DECORATION;335;0;218,93;0,0;0,0;Normal;0,0
BLUE BLOSSOM HAIR CLIP;46;0;56,76;0,0;0,0;Normal;0,0
BLUE BREAKFAST CUP AND SAUCER;4;0;11,8;0,0;0,0;Normal;0,0
BLUE BUNNY EASTER EGG BASKET;13;0;21,45;0,0;0,0;Normal;0,0
BLUE CALCULATOR RULER;657;0;833,49;0,0;0,0;Normal;0,0
BLUE CAT BISCUIT BARREL PINK HEART;66;0;148,32;0,0;0,0;Normal;0,0
BLUE CHENILLE SHAGGY CUSHION COVER;43;13;43,15;11,05;30,23;Normal;3,34
BLUE CIRCLES DESIGN MONKEY DOLL;66;7;175,73;17,85;10,61;Normal;1,89
BLUE CIRCLES DESIGN TEDDY;51;0;142,2;0,0;0,0;Normal;0,0
BLUE CLIMBING HYDRANGA ART FLOWER;14;0;22,5;0,0;0,0;Normal;0,0
BLUE COAT RACK PARIS FASHION;324;4;1578,56;19,8;1,23;Normal;0,24
BLUE CRYSTAL BOOT PHONE CHARM;1;0;1,66;0,0;0,0;Normal;0,0
BLUE CUSHION COVER WITH FLOWER;48;0;312,28;0,0;0,0;Normal;0,0
BLUE DAISY MOBILE;160;0;129,28;0,0;0,0;Normal;0,0
BLUE DELPHINIUM ARTIFICIAL FLOWER;63;0;159,93;0,0;0,0;Normal;0,0
BLUE DINER WALL CLOCK;714;9;6281,89;76,5;1,26;Normal;0,96
BLUE DISCO HANDBAG;32;0;66,76;0,0;0,0;Normal;0,0
BLUE DRAGONFLY HELICOPTER;63;1;508,65;7,95;1,59;Normal;0,13
BLUE DRAWER KNOB ACRYLIC EDWARDIAN;1772;13;2428,53;16,25;0,73;Normal;0,12
BLUE DROP EARRINGS W BEAD CLUSTER;1;0;3,32;0,0;0,0;Normal;0,0
BLUE EASTER EGG HUNT START POST;11;2;25,81;3,9;18,18;Normal;0,71
BLUE EGG  SPOON;1518;0;281,5;0,0;0,0;Normal;0,0
BLUE FELT EASTER EGG BASKET;329;0;551,05;0,0;0,0;Normal;0,0
BLUE FELT HANGING HEART W FLOWER;16;0;26,11;0,0;0,0;Normal;0,0
BLUE FELT HANGING HEART WITH FLOWER;75;0;50,57;0,0;0,0;Normal;0,0
BLUE FLOCK CUSHION COVER;4;0;15,0;0,0;0,0;Normal;0,0
BLUE FLOCK GLASS CANDLEHOLDER;638;6;250,06;2,28;0,94;Normal;0,02
BLUE FLOWER DES PURSE;32;0;33,7;0,0;0,0;Normal;0,0
BLUE FLY SWAT;154;0;140,38;0,0;0,0;Normal;0,0
BLUE FLYING SINGING CANARY;0;1;0,0;3,75;;Suspicious Return;
BLUE GEISHA GIRL;32;1;101,08;3,75;3,12;Normal;0,12
BLUE GIANT GARDEN THERMOMETER;389;8;2436,47;47,6;2,06;Normal;0,98
BLUE GINGHAM ROSE CUSHION COVER;2;0;11,9;0,0;0,0;Normal;0,0
BLUE GLASS CHUNKY CHARM BRACELET;9;0;80,55;0,0;0,0;Normal;0,0
BLUE GLASS GEMS IN BAG;588;2;553,83;1,7;0,34;Normal;0,01
BLUE GREEN EMBROIDERY COSMETIC BAG;35;0;97,13;0,0;0,0;Normal;0,0
BLUE HANGING GINGHAM EASTER HEN;32;0;13,44;0,0;0,0;Normal;0,0
BLUE HAPPY BIRTHDAY BUNTING;1619;21;8549,8;98,45;1,3;Normal;1,28
BLUE HARMONICA IN BOX;5449;24;7442,86;30,0;0,44;Normal;0,13
BLUE HEART COMPACT MIRROR;129;0;221,25;0,0;0,0;Normal;0,0
BLUE HOLE PUNCH;13;0;16,25;0,0;0,0;Normal;0,0
BLUE JUICY FRUIT PHOTO FRAME;93;6;264,06;15,3;6,45;Normal;0,99
BLUE KNITTED EGG COSY;108;0;59,48;0,0;0,0;Normal;0,0
BLUE KNITTED HEN;208;0;237,42;0,0;0,0;Normal;0,0
BLUE LEAVES AND BEADS PHONE CHARM;2;0;3,76;0,0;0,0;Normal;0,0
BLUE MONTE CARLO HANDBAG;24;2;46,8;3,9;8,33;Normal;0,32
BLUE MURANO TWIST BRACELET;35;0;147,12;0,0;0,0;Normal;0,0
BLUE MURANO TWIST NECKLACE;12;0;119,89;0,0;0,0;Normal;0,0
BLUE NETTING STORAGE HANGER;8;0;15,6;0,0;0,0;Normal;0,0
BLUE NEW BAROQUE CANDLESTICK CANDLE;330;49;435,26;41,65;14,85;Normal;6,19
BLUE NEW BAROQUE FLOCK CANDLESTICK;1;0;4,65;0,0;0,0;Normal;0,0
BLUE ORGANDY ROUND LAMPSHADE W BEA;12;0;10,2;0,0;0,0;Normal;0,0
BLUE OWL SOFT TOY;285;2;886,43;5,9;0,7;Normal;0,04
BLUE PADDED SOFT MOBILE;1;4;4,25;17,0;400,0;Data Issues;68,0
BLUE PAINTED KASHMIRI CHAIR;3;0;149,85;0,0;0,0;Normal;0,0
BLUE PAISLEY JOURNAL;184;0;503,96;0,0;0,0;Normal;0,0
BLUE PAISLEY NOTEBOOK;56;0;92,4;0,0;0,0;Normal;0,0
BLUE PAISLEY POCKET BOOK;265;0;236,32;0,0;0,0;Normal;0,0
BLUE PAISLEY SKETCHBOOK;101;0;434,72;0,0;0,0;Normal;0,0
BLUE PAISLEY TISSUE BOX;538;0;247,56;0,0;0,0;Normal;0,0
BLUE PAPER PARASOL;303;1;893,73;2,95;0,33;Normal;0,01
BLUE PARTY BAGS;1361;52;2572,42;109,2;3,82;Normal;4,17
BLUE PATCH PURSE PINK HEART;244;14;386,32;23,1;5,74;Normal;1,33
BLUE POLKADOT BEAKER;2298;10;928,46;3,9;0,44;Normal;0,02
BLUE POLKADOT BOWL;2235;12;2945,27;15,0;0,54;Normal;0,08
BLUE POLKADOT COFFEE MUG;1868;97;797,07;37,83;5,19;Normal;1,96
BLUE POLKADOT CUP;2527;36;2273,63;30,34;1,42;Normal;0,43
BLUE POLKADOT EGG CUP;967;0;497,99;0,0;0,0;Normal;0,0
BLUE POLKADOT GARDEN PARASOL;175;5;1469,74;37,35;2,86;Normal;1,07
BLUE POLKADOT KIDS BAG;226;0;571,3;0,0;0,0;Normal;0,0
BLUE POLKADOT LUGGAGE TAG;200;0;260,61;0,0;0,0;Normal;0,0
BLUE POLKADOT PASSPORT COVER;261;0;411,79;0,0;0,0;Normal;0,0
BLUE POLKADOT PLATE;1542;13;2607,84;21,97;0,84;Normal;0,18
BLUE POLKADOT PUDDING BOWL;29;0;38,67;0,0;0,0;Normal;0,0
BLUE POLKADOT PURSE;44;0;141,15;0,0;0,0;Normal;0,0
BLUE POLKADOT WASHING UP GLOVES;316;2;729,35;4,2;0,63;Normal;0,03
BLUE POLKADOT WRAP;6027;200;2431,34;72,0;3,32;Normal;2,39
BLUE POT PLANT CANDLE;282;15;1007,55;45,05;5,32;Normal;2,4
BLUE PUDDING SPOON;896;0;128,87;0,0;0,0;Normal;0,0
BLUE REFECTORY CLOCK;140;0;1449,11;0,0;0,0;Normal;0,0
BLUE RETRO KITCHEN WALL CLOCK;28;0;236,68;0,0;0,0;Normal;0,0
BLUE ROSE FABRIC MIRROR;472;120;553,45;127,2;25,42;Normal;32,33
BLUE ROSE PATCH PURSE PINK BUTTERFL;32;15;52,8;24,75;46,88;Normal;11,6
BLUE ROUND COMPACT MIRROR;73;0;122,18;0,0;0,0;Normal;0,0
BLUE SAVANNAH PICNIC HAMPER FOR 2;240;0;2211,19;0,0;0,0;Normal;0,0
BLUE SCANDINAVIAN PAISLEY WRAP;750;0;315,0;0,0;0,0;Normal;0,0
BLUE SCOTTIE DOG W FLOWER PATTERN;150;3;355,23;7,65;2,0;Normal;0,15
BLUE SHARK HELICOPTER;2;0;15,9;0,0;0,0;Normal;0,0
BLUE SPOT CERAMIC DRAWER KNOB;3808;69;5400,29;96,25;1,81;Normal;1,74
BLUE SQUARE COMPACT MIRROR;51;0;63,75;0,0;0,0;Normal;0,0
BLUE STONES ON WIRE FOR CANDLE;380;0;31,83;0,0;0,0;Normal;0,0
BLUE STRIPE CERAMIC DRAWER KNOB;4391;66;6026,42;94,91;1,5;Normal;1,42
BLUE STRIPES SHOULDER BAG;9;0;7,47;0,0;0,0;Normal;0,0
BLUE SWEETHEART BRACELET;50;0;211,43;0,0;0,0;Normal;0,0
BLUE TABLE RUN FLOWER;33;0;41,25;0,0;0,0;Normal;0,0
BLUE TEA TOWEL CLASSIC DESIGN;236;0;299,84;0,0;0,0;Normal;0,0
BLUE TEATIME PRINT BOWL;10;0;12,5;0,0;0,0;Normal;0,0
BLUE TILED TRAY;8;5;54,0;33,75;62,5;Normal;21,09
BLUE TRAVEL FIRST AID KIT;21;0;34,51;0,0;0,0;Normal;0,0
BLUE TV TRAY TABLE;127;0;518,61;0,0;0,0;Normal;0,0
BLUE VICTORIAN FABRIC OVAL BOX;901;0;378,49;0,0;0,0;Normal;0,0
BLUE VINTAGE SPOT BEAKER;4303;49;4151,81;41,65;1,14;Normal;0,47
BLUE WHITE PLASTIC RINGS LAMPSHADE;14;0;11,9;0,0;0,0;Normal;0,0
BLUE WIRE SPIRAL CANDLE HOLDER;12;1;82,57;6,35;8,33;Normal;0,53
BLUE/CREAM STRIPE CUSHION COVER;599;39;741,15;48,75;6,51;Normal;3,17
BLUE/GREEN SHELL NECKLACE W PENDANT;2;0;11,46;0,0;0,0;Normal;0,0
BLUE/NAT SHELL NECKLACE W PENDANT;1;0;5,95;0,0;0,0;Normal;0,0
BLUE/YELLOW CERAMIC CANDLE HOLDER;4;0;6,6;0,0;0,0;Normal;0,0
BLUE/YELLOW FLOWER DESIGN BIG MUG;31;0;16,77;0,0;0,0;Normal;0,0
BOHEMIAN COLLAGE STATIONERY SET;605;12;1033,12;15,0;1,98;Normal;0,3
BOOM BOX SPEAKER BOYS;256;0;1146,6;0,0;0,0;Normal;0,0
BOOM BOX SPEAKER GIRLS;558;0;1136,78;0,0;0,0;Normal;0,0
BOTANICAL GARDENS WALL CLOCK;249;16;5552,52;357,4;6,43;Normal;22,98
BOTANICAL LAVENDER BIRTHDAY CARD;492;12;220,55;5,04;2,44;Normal;0,12
BOTANICAL LAVENDER GIFT WRAP;450;0;189,0;0,0;0,0;Normal;0,0
BOTANICAL LILY GIFT WRAP;150;25;63,0;10,5;16,67;Normal;1,75
BOTANICAL LILY GREETING CARD;343;0;146,7;0,0;0,0;Normal;0,0
BOTANICAL ROSE GIFT WRAP;675;0;283,5;0,0;0,0;Normal;0,0
BOTANICAL ROSE GREETING CARD;337;0;141,95;0,0;0,0;Normal;0,0
BOTTLE BAG RETROSPOT;1175;9;1908,53;18,45;0,77;Normal;0,14
BOUDOIR SQUARE TISSUE BOX;1824;75;883,57;30,11;4,11;Normal;1,24
BOX OF 24 COCKTAIL PARASOLS;6989;6;3940,56;2,52;0,09;Normal;0,0
BOX OF 6 ASSORTED COLOUR TEASPOONS;495;2;2117,52;8,5;0,4;Normal;0,03
BOX OF 6 CHRISTMAS CAKE DECORATIONS;1502;17;6073,35;63,75;1,13;Normal;0,72
BOX OF 6 MINI 50'S CRACKERS;3203;116;7991,24;244,97;3,62;Normal;8,87
BOX OF 6 MINI VINTAGE CRACKERS;3223;41;7841,03;96,35;1,27;Normal;1,22
BOX OF 9 PEBBLE CANDLES;473;6;962,83;11,7;1,27;Normal;0,15
BOX OF VINTAGE ALPHABET BLOCKS;1216;13;12569,61;151,35;1,07;Normal;1,62
BOX OF VINTAGE JIGSAW BLOCKS;676;13;3912,41;70,35;1,92;Normal;1,35
BOXED GLASS ASHTRAY;4;0;9,94;0,0;0,0;Normal;0,0
BOYS ALPHABET IRON ON PATCHES;1399;0;425,08;0,0;0,0;Normal;0,0
BOYS PARTY BAG;47;0;150,55;0,0;0,0;Normal;0,0
BOYS VINTAGE TIN SEASIDE BUCKET;1145;8;3216,52;20,4;0,7;Normal;0,14
BREAD BIN DINER STYLE IVORY;643;36;10340,44;582,2;5,6;Normal;32,6
BREAD BIN DINER STYLE MINT;228;12;3569,48;187,4;5,26;Normal;9,86
BREAD BIN DINER STYLE PINK;213;4;3515,95;65,8;1,88;Normal;1,24
BREAD BIN DINER STYLE RED;459;21;7470,92;339,95;4,58;Normal;15,57
BREAD BIN, DINER STYLE, IVORY;4;0;59,8;0,0;0,0;Normal;0,0
BREAD BIN, DINER STYLE, MINT;4;0;59,8;0,0;0,0;Normal;0,0
BREAKAGES;0;30;0,0;0,0;;Suspicious Return;
BRIGHT BLUES RIBBONS;367;0;472,41;0,0;0,0;Normal;0,0
BROCADE RING PURSE;22804;3;5958,27;172,8;0,01;Normal;0,02
BROCANTE COAT RACK;193;6;1757,31;56,8;3,11;Normal;1,77
BROCANTE SHELF WITH HOOKS;126;5;1415,62;53,75;3,97;Normal;2,13
BROKEN;0;63;0,0;0,0;;Suspicious Return;
BROWN  PIRATE TREASURE CHEST;416;0;996,8;0,0;0,0;Normal;0,0
BROWN KUKUI COCONUT SEED NECKLACE;36;0;50,7;0,0;0,0;Normal;0,0
BROWN VINTAGE VICTORIAN EARRINGS;2;0;5,8;0,0;0,0;Normal;0,0
BUBBLEGUM RING ASSORTED;9710;0;4057,68;0,0;0,0;Normal;0,0
BUFFALO BILL TREASURE BOOK BOX;1481;20;3195,03;45,0;1,35;Normal;0,61
BUFFALO BILL WALL ART;200;0;694,8;0,0;0,0;Normal;0,0
BULL DOG BOTTLE OPENER;705;13;4014,35;64,35;1,84;Normal;1,18
BULL DOG BOTTLE TOP WALL CLOCK;173;4;1520,57;33,0;2,31;Normal;0,76
BUNDLE OF 3 ALPHABET EXERCISE BOOKS;2445;2;4471,89;3,3;0,08;Normal;0,0
BUNDLE OF 3 RETRO EXERCISE BOOKS;60;0;99,0;0,0;0,0;Normal;0,0
BUNDLE OF 3 RETRO NOTE BOOKS;1758;3;2907,54;4,95;0,17;Normal;0,01
BUNDLE OF 3 SCHOOL EXERCISE BOOKS;1194;1;1971,7;1,65;0,08;Normal;0,0
BUNNY DECORATION MAGIC GARDEN;654;0;579,54;0,0;0,0;Normal;0,0
BUNNY EGG BOX;171;0;213,75;0,0;0,0;Normal;0,0
BUNNY EGG GARLAND;504;20;259,09;8,4;3,97;Normal;0,33
BUNNY WOODEN PAINTED WITH BIRD;857;2;694,87;1,7;0,23;Normal;0,0
BUNNY WOODEN PAINTED WITH FLOWER;484;2;383,14;1,7;0,41;Normal;0,01
BUNTING , SPOTTY;146;0;634,7;0,0;0,0;Normal;0,0
BUTTERFLIES STICKERS;490;12;450,96;10,2;2,45;Normal;0,25
BUTTERFLY CROCHET FOOD COVER;142;0;549,73;0,0;0,0;Normal;0,0
BUTTERFLY CUSHION COVER;8;0;30,0;0,0;0,0;Normal;0,0
BUTTERFLY HAIR BAND;32;6;80,12;15,3;18,75;Normal;2,87
BUTTON BOX;1491;30;2687,75;58,5;2,01;Normal;1,18
BUTTONS AND STRIPES NOTEBOOK;13;0;48,75;0,0;0,0;Normal;0,0
CABIN BAG VINTAGE PAISLEY;66;12;1361,37;299,4;18,18;Normal;54,43
CABIN BAG VINTAGE RETROSPOT;182;2;3428,67;59,9;1,1;Normal;0,66
CACTI T-LIGHT CANDLES;5273;82;2258,74;34,44;1,56;Normal;0,54
CAKE PLATE LOVEBIRD PINK;333;0;1467,01;0,0;0,0;Normal;0,0
CAKE PLATE LOVEBIRD WHITE;889;0;3243,0;0,0;0,0;Normal;0,0
CAKE SHOP  STICKER SHEET;57;0;48,45;0,0;0,0;Normal;0,0
CAKE STAND 3 TIER MAGIC GARDEN;168;30;2012,4;339,3;17,86;Normal;60,6
CAKE STAND LACE WHITE;1;0;4,25;0,0;0,0;Normal;0,0
CAKE STAND LOVEBIRD 2 TIER PINK;82;1;658,99;9,95;1,22;Normal;0,12
CAKE STAND LOVEBIRD 2 TIER WHITE;195;9;1550,45;89,55;4,62;Normal;4,14
CAKE STAND VICTORIAN FILIGREE LARGE;52;2;437,86;17,0;3,85;Normal;0,65
CAKE STAND VICTORIAN FILIGREE MED;319;2;1895,76;8,95;0,63;Normal;0,06
CAKE STAND VICTORIAN FILIGREE SMALL;322;0;1261,88;0,0;0,0;Normal;0,0
CAKE STAND WHITE TWO TIER LACE;190;2;1278,29;17,0;1,05;Normal;0,18
CAKES AND BOWS GIFT  TAPE;984;0;339,62;0,0;0,0;Normal;0,0
CAKES AND RABBITS DESIGN FLANNEL;83;0;103,89;0,0;0,0;Normal;0,0
CAKESTAND, 3 TIER, LOVEHEART;2;0;19,9;0,0;0,0;Normal;0,0
CALENDAR FAMILY FAVOURITES;175;0;497,5;0,0;0,0;Normal;0,0
CALENDAR IN SEASON DESIGN;443;0;1195,19;0,0;0,0;Normal;0,0
CALENDAR PAPER CUT DESIGN;1479;2;4484,01;5,9;0,14;Normal;0,01
CAME CODED AS 20713;3100;0;0,0;0,0;0,0;Normal;0,0
CAMOUFLAGE DESIGN TEDDY;1631;1;3448,05;2,55;0,06;Normal;0,0
CAMOUFLAGE DOG COLLAR;1;0;12,72;0,0;0,0;Normal;0,0
CAMOUFLAGE EAR MUFF HEADPHONES;48;0;340,63;0,0;0,0;Normal;0,0
CAMOUFLAGE LED TORCH;2377;30;4033,42;50,7;1,26;Normal;0,64
CAMPHOR WOOD PORTOBELLO MUSHROOM;166;0;231,83;0,0;0,0;Normal;0,0
CAN'T FIND;0;125;0,0;0,0;;Suspicious Return;
CANDLE HOLDER SILVER MADELINE;172;0;285,56;0,0;0,0;Normal;0,0
CANDLE PLATE LACE WHITE;157;0;324,8;0,0;0,0;Normal;0,0
CANDLEHOLDER PINK HANGING HEART;1906;8;5499,44;23,6;0,42;Normal;0,1
CANDY HEART HANGING DECORATION;910;1;434,92;0,39;0,11;Normal;0,0
CANDY SHOP  STICKER SHEET;159;0;148,86;0,0;0,0;Normal;0,0
CANDY SPOT BUNNY;14;0;41,3;0,0;0,0;Normal;0,0
CANDY SPOT CUSHION COVER;321;1;1076,89;2,95;0,31;Normal;0,01
CANDY SPOT EGG WARMER HARE;588;0;407,74;0,0;0,0;Normal;0,0
CANDY SPOT EGG WARMER RABBIT;485;0;199,96;0,0;0,0;Normal;0,0
CANDY SPOT HAND BAG;227;2;467,63;4,2;0,88;Normal;0,04
CANDY SPOT HEART DECORATION;146;0;122,08;0,0;0,0;Normal;0,0
CANDY SPOT TEA COSY;27;0;40,05;0,0;0,0;Normal;0,0
CANNABIS LEAF BEAD CURTAIN;36;0;30,6;0,0;0,0;Normal;0,0
